Elevation,Q
786.968,8636
788.223,21607
788.636,27766
789.616,47884
788.789,31505
786.9601786,8580
788.825122,32153
786.9976978,8780
787.4489167,12963
787.1934032,10322
789.3792857,43127
787.4140667,12900
787.3806889,12900
787.1696216,10600
787.7333976,17000
787.7205568,16800
786.9172317,8390
