Elevation,Q
831.2155,12739.11
830.547,8228.98
830.01321,5052.545
829.9807,5047.55
829.98738,5036.37
831.58167,14997.72
829.97147,5064
832.97071,27178.37
830.52178,8990.55
831.1897,12600
834.707,46004
832.257,20309.7
832.347,21424
832.412,21226.91
832.736,24545.81
833.0784,27754.04
