Elevation,Q
432.18485,4765
433.2685,11825
432.30155,5665
432.36266,5585
432.33925,5550
432.34779,5595
435.811,34100
434.4283621,20081
436.9652778,47278
435.1549,27693
434.547,21468.5
434.9036364,24475
435.5690385,32212
434.66586,22830
432.8488,8777
432.8215854,8715
433.5811429,13762
433.451625,13337
433.6053429,14300
436.5468333,43700
436.6494,44900
433.8601,16300
433.4197778,13100
433.1683462,11700
433.9051613,16800
432.788,8920
