Elevation,Q
726.2919,10357
726.579,12130
726.8918,13800
727.809,20300
730.4843333,43127
728.243,23000
726.7185769,12800
730.6025714,45300
726.6764167,12700
726.6994643,12900
726.3008077,10600
727.2371724,16700
728.5416667,26700
725.9365333,8450
726.4970476,11900
