Elevation,Q
405.45622,8165
405.02178,5465
405.08834,5595
410.41118,33822
412.0576,47278
408.2823571,19770
407.8554865,17694
409.4314844,27693
409.2064,24746
408.6544348,21871
410.0040556,32212
408.7608065,23372
408.041381,18559
408.5768333,22830
405.838225,8818
405.799,8715
406.7054242,12618
406.0876129,10223
406.853625,13710
406.7066538,13337
406.93504,14200
411.4455,43700
411.546,44900
406.7341071,13300
406.3067667,11400
407.3972258,16400
405.7856471,8920
