Elevation,Q
381.57977,5703
381.7297,6582
381.567,5734
381.57784,5819
382.017,8227
382.0235,8353
382.60083,12749
384.1843214,27693
384.535,32212
383.5125,20352
383.1975152,17550
382.103,8797
382.0798033,8832
384.544,32555
381.9056863,7700
382.6207778,13200
385.289,44900
383.0312083,16200
382.6711875,13300
382.4012571,11500
383.0545152,16400
382.18125,9090
381.9526364,7990
