Elevation,Q
471.19339,5665
472.795,14955
471.17833,5995
472.704,15280
471.22854,6285
472.06708,10522
476.185,46680
474.3546034,27671
473.7092899,21487
474.0053,24475
473.8997143,23737
474.845125,32212
473.386375,18766
473.875,22798
471.7813409,8756
474.786,32700
471.7573103,8735
472.4823684,12618
472.6200909,13762
472.5760435,13385
472.6372609,14300
475.819,43700
475.9023125,44900
472.8947391,16400
472.4607083,13100
472.108625,10500
472.9371,16800
471.74132,9060
