Elevation,Q
840.5466,5430
840.9774,8285
841.102,9162
841.2235833,10175
842.4053333,18450
840.76,6780
840.9493,8110
841.659,12700
842.6615,20200
841.2138,10175
845.0801,41977
841.47864,11431
841.6829194,13000
845.1645,42500
841.6141786,12400
841.2573758,10200
842.2314969,16400
840.9389895,8040
