Elevation,Q 
608.22806,4695
609.52317,11755
608.25875,5395
608.27629,5480
608.29181,5525
609.62397,11303
608.285,5000
609.022,8000
610.122,15000
613.222,47884
611.662,27725.5
611.422,24746
611.052,21170.6
611.2159211,22754
612.0913871,31505
610.57006,17261
610.63617,17800
609.92011,13650
609.1088,9109
609.056,8672
612.063,31851
609.11,8626
608.6042963,6296
612.999,44300
609.8309846,13000
609.454,10600
610.3172051,16600
609.06356,8430
