Elevation,Q
817.7824,10215
818.5698,18450
817.7748,10215
818.0626364,12700
817.5138,8027
817.9011,11432
820.2435,41977
818.0590385,13000
818.0375152,12700
820.2767143,42800
818.0734118,12500
817.7932963,10200
818.3726071,16400
817.4963125,8000
