Elevation,Q
659.35239,5595
659.3587,5395
659.31693,6175
659.35484,5595
659.39838,5925
659.39233,6320
659.45116,6235
659.41339,6215
662.22761,26215
664.0095,47884
662.2895,27725.5
662.1695,24746
661.6895,21405.7
662.7185,31505
659.9595,8644
659.9672143,8642
660.5612,12341
660.6968,13799
659.9175,8505
663.6618333,43127
660.5235625,13000
660.2375556,10600
661.0197895,16600
659.9483913,8500
