Elevation,Q
854.687,4977.958
854.75158,5087.795
856.95316,15137.1
858.82433,27600
860.8455,45895
857.805,20285.5
857.955,22091
859.2934,30848
858.4375217,24626
858.8336957,27407
855.5273659,8200
855.533493,8432
859.2815435,31087
855.5619,8285
856.4763261,12700
855.5017333,8250
855.9228,10135
860.3595,41977
856.2346857,12000
855.456,7970
856.3039655,11300
856.4440909,12400
855.9512321,10200
857.1146786,16400
855.5595294,8040
