Elevation,Q
913.8665,11008.51
914.276,15119.94
915.40643,27302.25
914.04513,12544.16
913.11175,5038.83
913.041,4904.3
916.873,45895
914.703,21694.9
915.521,30848
913.439625,8178
913.44844,8432
913.5255,8235
915.5347,31087
916.4324,41947
914.0673,13000
914.00276,12000
916.6492308,42800
913.63692,10300
914.3534706,16100
