Elevation,Q
610.86533,15165
608.97746,5385
608.93708,5375
608.96211,5395
610.72608,14885
610.13208,11303
613.063,34100
614.04,47884
612.26,27725.5
611.99,24746
611.61,21170.6
611.8009302,22754
612.6906905,31505
609.6353,9093
609.5933929,8642
610.35524,12460
610.3847879,12341
609.8308095,9628
609.2318148,6308
613.697,43127
613.7989048,44300
610.3375333,13000
609.946,10600
610.8723125,16600
609.6152931,8410
