Elevation,Q
921.423,11809
921.819,15114
921.311,10984
923.1745,27782.34
920.27847,5011.3
920.27052,5022.56
923.1735,27434.75
924.434,45895
922.474,20279.2
922.894,24626
923.415,30848
920.8756486,8220
923.4035,30532
920.864913,8319
920.8621,8214
923.4115,31087
924.183,41947
922.3686,20300
921.5678824,13000
921.5558,12700
924.1970909,42800
921.161381,10300
921.985,16100
920.8589452,8140
