Elevation,Q
895.11556,5187.388
895.1235,5159.516
896.648,15125.88
896.31922,12328.5
895.79492,8061.5
899.042,45895
896.988,20279.2
897.148,21694.9
897.949,30848
895.7326,8178
895.7697826,8432
895.7351282,8235
898.01186,31087
898.6577,41977
896.2419,12007
896.2805,12700
896.2372857,11800
898.7281,42800
896.3405385,12400
896.0705294,10200
896.7075417,16200
895.8085714,8110
