Elevation,Q
836.1217895,6910
836.5514,10135
836.335,8214
839.172,31087
836.9803,12700
836.6158,10175
837.6083,17400
836.7768,11700
840.245,41977
837.4632222,16500
840.2695667,42500
836.7827872,12000
836.940557,12400
836.6127619,10200
837.4653889,16400
836.3007544,8000
