Elevation,Q
849.9859259,4980
853.6189091,27600
849.9785283,5007
850.1497813,5568
850.9348125,10175
852.1125385,18450
850.4372,6750
851.3243,12700
850.9287857,10135
850.0773684,5268
855.2138125,41977
850.4216154,6513
851.1247083,11532
851.35,12700
851.084625,11300
850.460625,7100
855.2477,42500
851.2633333,12400
850.9132,10200
851.9832632,16400
850.6151333,8040
