Elevation,Q
541.021,5510
541.058,5444
540.921,5360
544.53062,25525
542.3838,11508
542.53591,11896
545.69,34100
547.05,47884
544.82,27725.5
544.06,21212.1
544.011,21415
545.376,31505
543.656125,18070
541.7070435,9093
541.6502143,8611
542.5804,12620
542.9356053,13778
542.0905556,10201
546.793,43127
542.5827647,13000
542.1748947,10600
543.1628462,16500
541.7884762,8430
