Elevation,Q
700.3544,6145
700.35833,6258
700.323,5820
701.93618,15210
702.113,17654
703.4192,26210
701.31706,10989
701.48548,11484
702.84455,22214
702.9149,22996
703.8556207,31505
705.463,47884
703.413,27725.5
703.163,24746
702.743,21405.7
701.6674,13460
700.9177,9093
700.9127,8626
701.536,12322
700.91254,8611
701.499,12302
701.15952,10322
705.0485,44300
701.5538333,13000
701.2433056,10600
702.081,16700
700.9000625,8430
