Elevation,Q
394.752,5000
395.67443,13041
397.66925,33822
398.4778333,47278
396.51625,18770
396.3611429,17694
397.0896316,27693
396.7658,24475
397.4138182,32212
395.2622667,8818
395.2414138,8694
395.3607105,10114
395.8247917,13710
395.7454615,13337
396.0530263,14200
398.2871429,43700
401.033,97000
398.351,44900
395.9663478,13300
395.7118889,11400
396.27975,16400
395.4076667,8920
