Elevation,Q
558.041,5230
559.44943,11755
558.33838,6681
563.654,47884
561.694,27725.5
561.434,24746
560.974,21212.1
561.175,22875
562.1627188,31505
558.8939231,9093
558.8551795,8596
562.1826,31851
559.67776,12620
558.5391795,6889
559.0372778,9093
559.7871905,13778
563.326,43127
563.367,44300
559.6883636,13000
559.2909189,10600
560.1744167,16500
558.8773556,8430
