Elevation,Q
614.65131,5375
614.649,5395
614.72775,5420
615.83544,11340
615.81658,11303
618.9573,33752
620.193,47884
616.4974889,15489
616.856463,17519
618.1274444,27725.5
617.883,24746
617.363,21170.6
618.7035556,31505
617.58928,22754
615.358,9093
615.3369231,8642
615.2585806,8045
615.0058438,6632
615.3758125,8626
615.6911429,10374
614.9662571,6308
615.5489412,9628
615.6681714,10322
619.8995,43127
620.0081111,44300
616.1150417,13000
615.7169767,10600
616.6891765,16600
615.3877619,8410
