Elevation,Q
736.8163,5360
737.38507,8629
736.86042,5460
736.83391,5470
739.1506765,22214
741.343,47884
739.5906452,27800
737.3598261,8632.6
740.2118889,32153
737.3556364,8785
738.0330833,13671
737.61795,10322
737.4588214,9350
740.9551667,43127
737.786625,11200
737.9065652,12800
741.1265,45300
737.9377917,12900
737.6462857,10600
738.3794828,16800
737.3745,8390
