Elevation,Q
875.3096429,5403
876.4508421,10175
877.053375,12813
877.072,12900
875.266,5214
876.475,10135
876.663,10900
876.7544,12000
880.9294,41977
875.762375,7200
876.8625625,12000
877.0778235,12400
876.5208125,10200
877.6231429,16200
876.0498889,8110
