Elevation,Q
448.95103,12928
448.60522,10433
447.8315,6285
447.74409,5995
451.263,34100
452.2593,47278
449.9141111,20107
450.6316122,27661
450.455,24746
450.09,21486.9
451.0787,32212
450.2358235,22732
449.7138,18766
448.2803103,8756
448.2388393,8735
449.0745,13762
448.9860556,13385
449.1090392,14300
452.1096,43700
452.165,44900
449.3189762,16400
448.881614,13100
448.6103421,10500
449.358,16800
448.23766,9060
