Elevation,Q
799.906,47884
798.1766377,22363
798.6385,27766
798.8543889,31505
797.7980566,17909
796.6758273,8580
797.8870882,19343
798.893,31851
796.7759937,9036
796.7182245,8795.2
798.8605116,32153
797.2120517,12801
797.1741406,11400
799.59225,43127
797.3361837,12900
797.417,14000
799.720125,45300
797.6268909,15930
797.3228235,12900
797.0481,10600
797.6772586,17000
796.7958889,8390
797.6835625,16900
797.463,13600
797.4623,13700
