Elevation,Q
839.02482,5090.93
839.5152,6837.366
840.96244,14676.92
840.527,11403.74
841.061,15000
844.346,45895
841.716,20290.6
841.896,21575
842.2858913,24626
842.6305217,27407
842.9246429,30848
842.0212381,22676
839.7639333,8074
842.995,31087
839.8898673,8285
840.2622222,10135
840.6875882,12675
840.2285556,10175
844.0964,41977
844.1006667,42500
840.6402195,12400
840.2711613,10200
841.2301429,16500
839.8613049,8000
